Review Title,Aircraft,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food Beverages,Inflight Entertainment,Ground Service,Value For Money,Overall Rating,sentiment_score,sentiment_label,Sentiment Score,Sentiment,Review Length,Route Popularity,Airline Popularity,clean_review,Aircraft_Label
"""customer service gone out of the window""",A319,Couple Leisure,Business Class,London Heathrow to Basel,2015-08-01,1.0,4.0,2.0,2.0,1.0,2,2.0,0.0,Neutral,0.0,1,7,2,196,customer service gone out of the window,10
"""not recommend British Airways to worst enemy""",A320,Business,Business Class,London Heathrow to Rome FCO,2015-09-01,5.0,5.0,5.0,3.4,1.0,1,3.4,-0.8661,Negative,-0.8661,0,7,1,662,not recommend british airways to worst enemy,26
"""never recommend British Airways to anyone""",A321neo,Couple Leisure,Economy Class,JFK to Heathrow,2015-09-01,1.0,3.0,2.0,1.0,1.0,1,1.5,-0.2755,Negative,-0.2755,0,6,1,15,never recommend british airways to anyone,72
"""seat was not fit for purpose""",Boeing 777,Solo Leisure,Economy Class,LHR to BKK,2015-04-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.2755,Negative,-0.2755,0,6,10,452,seat was not fit for purpose,145
"""never fly British Airways First class again""",Boeing 777,Couple Leisure,First Class,London to Tokyo,2015-03-01,4.0,2.0,1.0,2.0,1.0,1,1.8333333333333333,0.0,Neutral,0.0,1,7,4,452,never fly british airways first class again,145
"""space for improvement at British Airways""",A380,Solo Leisure,Economy Class,Vancouver to Milan via LHR,2015-09-01,1.0,3.0,2.0,2.0,2.0,2,2.0,0.4588,Positive,0.4588,2,6,1,302,space for improvement at british airways,81
"""British Airways is simply terrible""",Boeing 777-300,Family Leisure,Economy Class,GIG to LHR,2015-09-01,1.0,1.0,3.0,2.0,1.0,1,1.5,-0.4767,Negative,-0.4767,0,5,5,54,british airways is simply terrible,167
"""seats comfortable for a short flight""",A319,Solo Leisure,Business Class,London Heathrow to Venice,2015-08-01,4.0,4.0,4.0,2.6,4.0,5,3.9333333333333336,0.5106,Positive,0.5106,2,6,1,196,seats comfortable for a short flight,10
"""Problem is how inconsistent British Airways is""",A321,Solo Leisure,Economy Class,London to Paris,2015-08-01,3.0,3.0,3.0,3.4,2.0,3,2.9,-0.4019,Negative,-0.4019,0,7,8,126,problem is how inconsistent british airways is,59
"""plane was freezing both there and back""",Boeing 777-200,Couple Leisure,Economy Class,Heathrow to Bangkok,2015-08-01,2.0,3.0,4.0,1.0,4.0,3,2.8333333333333335,-0.1027,Negative,-0.1027,0,7,1,171,plane was freezing both there and back,157
"""space in economy is abysmal""",Boeing 747-400,Family Leisure,Economy Class,Las Vegas to London Heathrow,2015-08-01,1.0,1.0,1.0,2.0,3.0,1,1.5,0.0,Neutral,0.0,1,5,4,275,space in economy is abysmal,129
"""Club Europe seats not fit for purpose """,A320,Business,Business Class,Athens to London,2015-09-01,1.0,3.0,2.0,2.0,2.0,1,1.8333333333333333,-0.2755,Negative,-0.2755,0,8,10,662,club europe seats not fit for purpose ,26
"""never use British Airways again",Boeing 777,Solo Leisure,Economy Class,JFK to Manchester via LHR,2015-09-01,1.0,1.0,1.0,1.0,1.0,2,1.1666666666666667,0.0,Neutral,0.0,1,5,1,452,never use british airways again,145
"""other budget airlines better wake up""",A319,Couple Leisure,Economy Class,Gatwick to Barcelona,2015-08-01,4.0,5.0,5.0,3.4,4.0,5,4.3999999999999995,0.4404,Positive,0.4404,2,6,4,196,other budget airlines better wake up,10
"""the worst lounge experience ever""",Boeing 777,Business,First Class,Dubai to LHR,2015-09-01,3.0,5.0,4.0,3.0,4.0,3,3.6666666666666665,-0.6249,Negative,-0.6249,0,5,1,452,the worst lounge experience ever,145
"""what is there to like about BA""",Boeing 747-400,Business,Business Class,LHR to PEK,2015-08-01,1.0,1.0,1.0,1.0,1.0,1,1.0,0.3612,Positive,0.3612,2,7,2,275,what is there to like about ba,129
"""dirt between seats that is disgusting""",Boeing 777,Family Leisure,Economy Class,Cape Town to London Heathrow,2015-08-01,1.0,2.0,1.0,1.0,3.0,1,1.5,-0.7003,Negative,-0.7003,0,6,7,452,dirt between seats that is disgusting,145
"""too much money for such mediocre service",Boeing 747-400,Business,Business Class,London to New York JFK,2015-09-01,2.0,3.0,2.0,2.0,3.0,2,2.3333333333333335,0.0,Neutral,0.0,1,7,8,275,too much money for such mediocre service,129
"""simply not worth the premium prices""",Boeing 777-200,Couple Leisure,Business Class,Glasgow to New York via LHR,2015-08-01,3.0,4.0,4.0,4.0,4.0,2,3.5,-0.1695,Negative,-0.1695,0,6,1,171,simply not worth the premium prices,157
"""BA have improved both service""",A380,Couple Leisure,Business Class,Heathrow to Johannesburg,2015-08-01,5.0,4.0,5.0,3.0,4.0,3,4.0,0.4767,Positive,0.4767,2,5,3,302,ba have improved both service,81
"""service ok""",A320,Couple Leisure,Business Class,LHR to ARN,2015-08-01,3.0,4.0,3.0,3.4,3.0,3,3.233333333333333,0.0,Neutral,0.0,1,2,3,662,service ok,26
"""I would struggle to get comfortable""",Boeing 747-400,Business,First Class,London to Dubai,2015-08-01,1.0,5.0,4.0,3.0,2.0,2,2.8333333333333335,0.25,Positive,0.25,2,6,10,275,i would struggle to get comfortable,129
"""strange new Club Europe seats""",A321,Business,Business Class,London to Brussels,2015-08-01,2.0,4.0,3.0,1.0,3.0,3,2.6666666666666665,-0.2023,Negative,-0.2023,0,5,4,126,strange new club europe seats,59
"""need to up their game""",A380,Couple Leisure,Business Class,LAX to LHR,2015-08-01,3.0,1.0,2.0,2.0,2.0,2,2.0,0.0,Neutral,0.0,1,5,2,302,need to up their game,81
"""our last flight with British Airways""",Boeing 747-400,Family Leisure,Economy Class,Denver to London,2015-08-01,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,Neutral,0.0,1,6,4,275,our last flight with british airways,129
"""supposed legacy airline""",Boeing 747-400,Family Leisure,Economy Class,LHR to JFK,2015-09-01,1.0,2.0,2.2,1.0,3.0,2,1.8666666666666665,0.0,Neutral,0.0,1,3,9,275,supposed legacy airline,129
"""staff amiable and present""",Boeing 767,Couple Leisure,Economy Class,Calgary to London,2015-08-01,5.0,5.0,2.0,2.0,4.0,4,3.6666666666666665,0.0,Neutral,0.0,1,4,4,68,staff amiable and present,140
"""cannot fault the service""",A320,Family Leisure,Economy Class,Amsterdam to London,2015-08-01,5.0,5.0,5.0,3.4,4.0,5,4.566666666666666,0.3089,Positive,0.3089,2,4,9,662,cannot fault the service,26
British Airways customer review,A320,Solo Leisure,Economy Class,MXP to LHR,2015-08-01,5.0,5.0,5.0,4.0,5.0,5,4.833333333333333,0.0,Neutral,0.0,1,4,4,662,british airways customer review,26
British Airways customer review,Boeing 777,Couple Leisure,Business Class,Toronto to London Heathrow,2015-07-01,3.0,2.0,2.0,2.0,3.0,2,2.3333333333333335,0.0,Neutral,0.0,1,4,3,452,british airways customer review,145
British Airways customer review,A320,Solo Leisure,Economy Class,Lyon to London Heathrow,2015-07-01,2.0,1.0,2.0,2.0,1.0,3,1.8333333333333333,0.0,Neutral,0.0,1,4,1,662,british airways customer review,26
British Airways customer review,A320,Family Leisure,Economy Class,Gatwick to Marrakech,2015-08-01,4.0,2.0,3.0,3.4,5.0,5,3.733333333333333,0.0,Neutral,0.0,1,4,3,662,british airways customer review,26
British Airways customer review,A380,Family Leisure,Economy Class,Miami to London Heathrow,2015-08-01,4.0,5.0,4.0,1.0,1.0,2,2.8333333333333335,0.0,Neutral,0.0,1,4,7,302,british airways customer review,81
British Airways customer review,A319,Business,Economy Class,London to Geneva,2015-06-01,2.0,4.0,3.0,3.4,3.0,3,3.0666666666666664,0.0,Neutral,0.0,1,4,4,196,british airways customer review,10
British Airways customer review,Boeing 747-400,Business,Economy Class,LHR to PHX,2015-08-01,1.0,2.0,1.0,1.0,3.0,1,1.5,0.0,Neutral,0.0,1,4,3,275,british airways customer review,129
British Airways customer review,Boeing 747,Family Leisure,Economy Class,Manchester to Boston via Heathrow,2015-08-01,1.0,4.0,1.0,1.0,1.0,1,1.5,0.0,Neutral,0.0,1,4,1,135,british airways customer review,117
British Airways customer review,Boeing 767,Business,Business Class,LCA to LHR,2015-08-01,3.0,5.0,4.0,2.6,4.0,4,3.766666666666667,0.0,Neutral,0.0,1,4,4,68,british airways customer review,140
British Airways customer review,A319,Business,Economy Class,Heathrow to Aberdeen,2015-08-01,2.0,2.0,2.0,2.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,1,196,british airways customer review,10
British Airways customer review,Boeing 777-300,Couple Leisure,Business Class,London to Kuala lumpur,2015-08-01,3.0,2.0,2.0,1.0,2.0,3,2.1666666666666665,0.0,Neutral,0.0,1,4,1,54,british airways customer review,167
British Airways customer review,A380,Solo Leisure,Business Class,London to Berlin,2015-08-01,3.0,4.0,3.0,3.0,4.0,2,3.1666666666666665,0.0,Neutral,0.0,1,4,3,302,british airways customer review,81
British Airways customer review,Boeing 747-400,Family Leisure,Economy Class,Denver to Heathrow,2015-08-01,3.0,1.0,3.0,1.0,5.0,3,2.6666666666666665,0.0,Neutral,0.0,1,4,2,275,british airways customer review,129
British Airways customer review,A321,Couple Leisure,Business Class,LHR to CPH,2015-08-01,4.0,3.0,3.0,3.4,3.0,4,3.4,0.0,Neutral,0.0,1,4,3,126,british airways customer review,59
British Airways customer review,A319/A320,Solo Leisure,Economy Class,GLA to PRG via LHR,2015-08-01,4.0,3.0,3.0,3.4,5.0,5,3.9,0.0,Neutral,0.0,1,4,1,3,british airways customer review,24
British Airways customer review,Boeing 737-400,Couple Leisure,Economy Class,Gatwick to Genoa,2015-08-01,1.0,2.0,1.0,1.4,3.0,1,1.5666666666666667,0.0,Neutral,0.0,1,4,1,1,british airways customer review,114
British Airways customer review,A319,Couple Leisure,Economy Class,London Heathrow to Toulouse,2015-08-01,1.0,4.0,2.0,2.0,4.0,2,2.5,0.0,Neutral,0.0,1,4,2,196,british airways customer review,10
British Airways customer review,A320,Couple Leisure,Economy Class,London to Copenhagen,2015-08-01,2.0,2.0,2.0,1.0,1.0,1,1.5,0.0,Neutral,0.0,1,4,3,662,british airways customer review,26
British Airways customer review,A319,Couple Leisure,Economy Class,LHR to DUB,2015-08-01,5.0,5.0,5.0,3.4,5.0,5,4.733333333333333,0.0,Neutral,0.0,1,4,5,196,british airways customer review,10
British Airways customer review,A320,Solo Leisure,Economy Class,Berlin to London Heathrow,2015-08-01,3.0,1.0,2.0,2.0,1.0,2,1.8333333333333333,0.0,Neutral,0.0,1,4,2,662,british airways customer review,26
British Airways customer review,A380,Business,First Class,LHR to IAD,2015-08-01,4.0,5.0,4.0,4.0,3.0,5,4.166666666666667,0.0,Neutral,0.0,1,4,6,302,british airways customer review,81
British Airways customer review,Boeing 777-236,Business,Business Class,DOH to LHR via BAH,2015-08-01,4.0,4.0,2.0,3.0,1.0,3,2.8333333333333335,0.0,Neutral,0.0,1,4,3,1,british airways customer review,164
British Airways customer review,Boeing 747-400,Family Leisure,Economy Class,LHR to CPT,2015-08-01,3.0,4.0,4.0,4.0,5.0,4,4.0,0.0,Neutral,0.0,1,4,9,275,british airways customer review,129
British Airways customer review,Boeing 777,Couple Leisure,Economy Class,St Lucia to Gatwick,2015-08-01,1.0,2.0,2.0,2.0,3.0,1,1.8333333333333333,0.0,Neutral,0.0,1,4,5,452,british airways customer review,145
British Airways customer review,A319,Solo Leisure,Business Class,Bari to London Gatwick,2015-08-01,4.0,5.0,5.0,3.4,3.0,4,4.066666666666666,0.0,Neutral,0.0,1,4,2,196,british airways customer review,10
British Airways customer review,Boeing 777,Family Leisure,Economy Class,London to Toronto,2015-08-01,5.0,5.0,4.0,4.0,5.0,5,4.666666666666667,0.0,Neutral,0.0,1,4,10,452,british airways customer review,145
British Airways customer review,A319,Couple Leisure,Economy Class,London Heathrow to Düsseldorf,2015-08-01,4.0,4.0,3.0,3.4,4.0,4,3.733333333333333,0.0,Neutral,0.0,1,4,2,196,british airways customer review,10
British Airways customer review,A380,Family Leisure,Business Class,London to Jeddah,2015-08-01,4.0,1.0,2.0,3.0,1.0,1,2.0,0.0,Neutral,0.0,1,4,2,302,british airways customer review,81
British Airways customer review,A380,Family Leisure,Business Class,London to Jeddah,2015-08-01,4.0,1.0,2.0,3.0,1.0,1,2.0,0.0,Neutral,0.0,1,4,2,302,british airways customer review,81
British Airways customer review,A320,Family Leisure,Business Class,LHR to BCN,2015-08-01,5.0,5.0,5.0,3.4,5.0,5,4.733333333333333,0.0,Neutral,0.0,1,4,3,662,british airways customer review,26
British Airways customer review,A380,Business,Business Class,Johannesburg to London Heathrow,2015-08-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,4,2,302,british airways customer review,81
British Airways customer review,A380,Family Leisure,Economy Class,SFO to LHR,2015-08-01,2.0,1.0,1.0,4.0,3.0,1,2.0,0.0,Neutral,0.0,1,4,6,302,british airways customer review,81
British Airways customer review,A320,Family Leisure,Economy Class,Amsterdam to London Heathrow,2015-08-01,4.0,5.0,5.0,3.4,4.0,5,4.3999999999999995,0.0,Neutral,0.0,1,4,1,662,british airways customer review,26
British Airways customer review,Embraer,Couple Leisure,Economy Class,Edinburgh to London City,2015-08-01,4.0,3.0,4.0,2.6,1.0,3,2.9333333333333336,0.0,Neutral,0.0,1,4,4,18,british airways customer review,200
British Airways customer review,A320,Family Leisure,Business Class,Marseille to London Heathrow,2015-08-01,5.0,5.0,5.0,3.4,5.0,5,4.733333333333333,0.0,Neutral,0.0,1,4,1,662,british airways customer review,26
British Airways customer review,Boeing 777 / A320,Couple Leisure,Business Class,MIA to BRU via LHR,2015-07-01,4.0,5.0,5.0,5.0,5.0,5,4.833333333333333,0.0,Neutral,0.0,1,4,1,5,british airways customer review,150
British Airways customer review,Boeing 777-200,Business,Economy Class,Gatwick to Bridgetown,2015-05-01,3.0,3.0,3.0,3.0,1.0,2,2.5,0.0,Neutral,0.0,1,4,4,171,british airways customer review,157
British Airways customer review,Boeing 747-300,Couple Leisure,Economy Class,RUH to NCL via LHR,2015-08-01,2.0,3.0,2.0,2.0,1.0,1,1.8333333333333333,0.0,Neutral,0.0,1,4,1,2,british airways customer review,128
British Airways customer review,Boeing 777,Couple Leisure,First Class,PHL to TXL via LHR,2015-07-01,2.0,3.0,1.0,2.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,1,452,british airways customer review,145
British Airways customer review,A320,Family Leisure,Economy Class,London Gatwick to Rome Fiumicino,2015-08-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,4,2,662,british airways customer review,26
British Airways customer review,Boeing 747,Family Leisure,Economy Class,Hyderabad to Phoenix via LHR,2015-08-01,1.0,3.0,3.0,1.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,1,135,british airways customer review,117
British Airways customer review,Boeing 777,Couple Leisure,Business Class,Washington Dulles to Heathrow,2015-08-01,3.0,5.0,3.0,3.0,3.0,3,3.3333333333333335,0.0,Neutral,0.0,1,4,1,452,british airways customer review,145
British Airways customer review,Boeing 767,Couple Leisure,Business Class,London to Nassau,2015-08-01,1.0,3.0,2.0,3.0,3.0,1,2.1666666666666665,0.0,Neutral,0.0,1,4,1,68,british airways customer review,140
British Airways customer review,Embraer 190,Couple Leisure,Economy Class,Dublin to Vancouver via London Heathrow,2015-08-01,5.0,5.0,4.0,1.0,5.0,4,4.0,0.0,Neutral,0.0,1,4,1,15,british airways customer review,202
British Airways customer review,Boeing 747,Family Leisure,Business Class,LHR to LAS,2015-07-01,5.0,5.0,5.0,5.0,5.0,5,5.0,0.0,Neutral,0.0,1,4,4,135,british airways customer review,117
British Airways customer review,Boeing 747-400,Family Leisure,Economy Class,Boston to London,2015-04-01,5.0,5.0,5.0,5.0,5.0,4,4.833333333333333,0.0,Neutral,0.0,1,4,4,275,british airways customer review,129
British Airways customer review,Boeing 777,Family Leisure,Economy Class,Sydney to London via Singapore,2015-06-01,1.0,1.0,2.0,1.0,1.0,1,1.1666666666666667,0.0,Neutral,0.0,1,4,8,452,british airways customer review,145
British Airways customer review,A320,Business,Business Class,Bologna to Montreal via London,2014-09-01,5.0,5.0,2.0,5.0,4.0,4,4.166666666666667,0.0,Neutral,0.0,1,4,1,662,british airways customer review,26
British Airways customer review,Boeing 777,Solo Leisure,Business Class,London to Sydney via Singapore,2015-07-01,1.0,4.0,2.0,3.0,3.0,2,2.5,0.0,Neutral,0.0,1,4,5,452,british airways customer review,145
British Airways customer review,Boeing 777,Solo Leisure,First Class,Sydney to London via Singapore,2015-06-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,4,8,452,british airways customer review,145
British Airways customer review,A319,Solo Leisure,Economy Class,Glasgow to London Gatwick,2015-08-01,4.0,5.0,4.0,2.6,5.0,5,4.266666666666667,0.0,Neutral,0.0,1,4,1,196,british airways customer review,10
British Airways customer review,Boeing 767,Couple Leisure,Business Class,LHR to IST,2015-08-01,4.0,5.0,5.0,4.0,5.0,5,4.666666666666667,0.0,Neutral,0.0,1,4,7,68,british airways customer review,140
British Airways customer review,A319/A321,Solo Leisure,Economy Class,GLA to DME via LGW / LHR,2015-07-01,4.0,3.0,2.0,2.0,2.0,5,3.0,0.0,Neutral,0.0,1,4,1,4,british airways customer review,25
British Airways customer review,Boeing 747-400 / A321,Solo Leisure,Economy Class,DME to GLA via LHR,2015-08-01,4.0,3.0,5.0,3.0,3.0,5,3.8333333333333335,0.0,Neutral,0.0,1,4,1,1,british airways customer review,135
British Airways customer review,A321,Family Leisure,Economy Class,London to Orlando via Miami,2015-08-01,3.0,2.0,4.0,4.0,2.0,3,3.0,0.0,Neutral,0.0,1,4,1,126,british airways customer review,59
British Airways customer review,Boeing 747-400,Business,Business Class,Beijing to London Heathrow,2015-08-01,2.0,2.0,2.0,3.0,2.0,1,2.0,0.0,Neutral,0.0,1,4,2,275,british airways customer review,129
British Airways customer review,Boeing 767,Solo Leisure,Economy Class,London to Larnaca,2015-08-01,4.0,4.0,4.0,2.0,4.0,3,3.5,0.0,Neutral,0.0,1,4,7,68,british airways customer review,140
British Airways customer review,A320,Solo Leisure,Economy Class,London to Pisa,2015-08-01,1.0,1.0,1.0,1.4,1.0,2,1.2333333333333334,0.0,Neutral,0.0,1,4,5,662,british airways customer review,26
British Airways customer review,A319,Solo Leisure,Economy Class,Dublin to LHR,2015-08-01,4.0,5.0,4.0,3.0,4.0,4,4.0,0.0,Neutral,0.0,1,4,1,196,british airways customer review,10
British Airways customer review,A320,Solo Leisure,Economy Class,Lebanon to Calgary,2015-05-01,3.0,2.0,2.7091954022988505,2.636533432947329,3.0,3,2.724288139207696,0.0,Neutral,0.0,1,4,1,662,british airways customer review,26
British Airways customer review,Boeing 777,Couple Leisure,Economy Class,Sydney to Lisbon via LHR,2015-08-01,1.0,1.0,1.0,2.0,1.0,1,1.1666666666666667,0.0,Neutral,0.0,1,4,1,452,british airways customer review,145
British Airways customer review,Boeing 747-400,Business,Economy Class,LHR to DXB,2015-07-01,1.0,2.0,2.0,1.0,2.0,1,1.5,0.0,Neutral,0.0,1,4,8,275,british airways customer review,129
British Airways customer review,Boeing 747 400,Couple Leisure,Economy Class,Cape Town to London,2015-06-01,2.0,3.0,2.0,3.0,3.0,3,2.6666666666666665,0.0,Neutral,0.0,1,4,14,10,british airways customer review,123
British Airways customer review,Boeing 747 400,Couple Leisure,Economy Class,London to Cape Town,2015-07-01,2.0,4.0,3.0,2.0,3.0,3,2.8333333333333335,0.0,Neutral,0.0,1,4,15,10,british airways customer review,123
British Airways customer review,Boeing 777,Business,First Class,Chicago to London,2015-08-01,2.0,4.0,2.7091954022988505,2.636533432947329,1.0,1,2.2242881392076965,0.0,Neutral,0.0,1,4,6,452,british airways customer review,145
British Airways customer review,Boeing 777,Family Leisure,Economy Class,Washington Dulles to LHR,2015-08-01,1.0,2.0,1.0,1.0,2.0,1,1.3333333333333333,0.0,Neutral,0.0,1,4,1,452,british airways customer review,145
British Airways customer review,A319,Solo Leisure,Business Class,LHR to ZRH,2015-06-01,1.0,3.0,2.0,1.0,3.0,1,1.8333333333333333,0.0,Neutral,0.0,1,4,4,196,british airways customer review,10
British Airways customer review,Boeing 777,Business,Business Class,Tokyo Narita to London,2015-07-01,2.0,1.0,1.0,3.0,2.0,2,1.8333333333333333,0.0,Neutral,0.0,1,4,1,452,british airways customer review,145
British Airways customer review,A380,Family Leisure,Premium Economy,Manchester to San Fran via London,2015-07-01,3.0,5.0,3.0,3.0,4.0,1,3.1666666666666665,0.0,Neutral,0.0,1,4,1,302,british airways customer review,81
